#	G1:Mov10oe	G1:Mov10oe	G1:Mov10oe	G2:control	G2:control	G2:control
#Feature	mov10oe1	mov10oe2	mov10oe3	ctrl1	ctrl2	ctrl3
PRKAR1B	236	237	131	469	359	285
PRKAR2A	1417	1294	840	1867	1622	1220
PRKAR2B	1160	1094	705	1318	1184	898
PRKCA	2657	2289	1382	2773	2409	1817
PRKCB	1115	1042	685	992	886	687
PRKCD	999	939	511	848	711	567
PRKCDBP	0	0	0	0	1	0
PRKCE	399	392	225	361	339	233
PRKCG	116	130	62	112	99	85
PRKCH	867	819	487	527	469	356
PRKCI	2163	1896	1345	2136	1901	1335
PRKCQ	357	294	159	347	273	220
PRKCSH	4778	4632	2304	4469	3612	2917
PRKCZ	1041	1122	540	991	832	706
PRKD1	604	543	305	505	447	347
PRKD2	1581	1583	827	1341	1181	875
PRKD3	4173	3931	2499	4261	3789	2765
PRKDC	12490	10059	6565	11428	10447	7885
PRKG1	751	664	465	628	590	409
PRKG2	31	31	25	34	39	23
PRKRA	1844	1685	1023	1459	1281	992
PRKRIP1	70	74	25	78	72	67
PRKRIR	2424	2283	1434	3114	2549	2038
PRKX	1364	1269	808	1337	1183	891
PRKY	0	0	0	0	0	1
PRL	0	0	0	0	0	0
PRLH	0	0	0	0	0	0
PRLHR	0	0	1	0	0	1
PRLR	30	13	7	11	13	10
PRM1	0	0	0	0	0	0
PRM2	0	0	0	0	0	0
PRM3	0	0	0	0	0	0
PRMT1	4699	4541	2217	5299	4391	3417
PRMT10	681	621	373	605	493	415
PRMT2	1468	1383	764	1614	1308	1092
PRMT3	1770	1591	1032	1460	1244	904
PRMT5	4148	3622	2018	4797	3977	3062
PRMT6	1667	1577	833	1569	1249	1027
PRMT7	715	619	294	755	618	466
PRMT8	5	2	0	0	1	0
PRND	0	0	0	1	0	0
PRNP	1981	1725	1060	1989	1550	1280
PRNT	0	0	0	0	0	0
PRO0611	0	0	0	0	0	0
PRO1768	0	0	0	0	0	0
PROC	0	2	0	1	0	0
PROCA1	231	212	107	138	129	90
PROCR	405	380	231	304	284	213
PRODH	69	84	34	39	53	32
PRODH2	0	0	0	0	0	0
PROK1	6	5	8	5	7	3
PROK2	103	102	62	99	77	56
PROKR1	1	3	1	2	1	1
PROKR2	0	0	0	0	0	0
PROL1	0	0	0	0	0	0
PROM1	14	17	2	14	5	6
PROM2	39	24	13	20	14	13
PROP1	0	0	0	0	0	0
PRORSD1P	157	150	78	87	95	54
PROS1	1127	1009	651	875	643	484
PROSC	966	866	481	1190	1032	773
PROSER1	2379	2290	1285	2422	2118	1637
PROX1	415	432	258	342	317	201
PROX1-AS1	10	11	12	16	18	12
PROX2	0	0	0	0	0	1
PROZ	1	0	0	0	0	0
PRPF18	789	660	504	747	592	477
PRPF19	4834	4548	2347	5534	4460	3514
PRPF3	1491	1324	775	1830	1509	1241
PRPF31	2374	2371	1216	2293	1825	1567
PRPF38A	2831	2511	1610	3240	2726	2003
PRPF38B	5309	4606	2893	4791	4163	3117
PRPF39	2217	2077	1396	1938	1519	1256
PRPF4	2747	2474	1360	2726	2293	1869
PRPF40A	8429	7523	5335	7724	6811	5065
PRPF40B	607	587	328	418	356	324
PRPF4B	5606	5085	3417	5242	4445	3398
PRPF6	3175	3050	1756	3588	3168	2390
PRPF8	15328	13664	7722	18067	15642	12253
PRPH	101	90	41	79	59	49
PRPH2	1	2	3	1	4	1
PRPS1	4195	3930	2150	4782	3853	2908
PRPS1L1	748	704	442	751	718	515
PRPS2	2184	2178	1374	1578	1406	984
PRPSAP1	1598	1513	801	1507	1255	998
PRPSAP2	2005	1840	1114	1980	1680	1247
PRR11	3779	3554	2042	4301	3746	2893
PRR12	2207	2161	1018	2662	2305	1829
PRR13	1018	897	519	1029	863	678
PRR14	2132	2113	1042	1840	1657	1274
PRR14L	3342	2887	1535	2570	2332	1799
PRR15	107	106	58	92	78	60
PRR15L	0	0	0	3	3	0
PRR16	4	2	0	6	4	2
PRR18	6	10	0	8	6	4
PRR19	25	26	14	42	25	23
PRR20A	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0
PRR21	0	0	0	0	0	0
PRR22	146	109	32	285	217	178
PRR23A	0	0	0	0	0	0
PRR23B	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0
PRR24	155	161	101	112	100	81
PRR25	1	1	0	0	0	0
PRR3	1466	1434	779	1538	1267	1017
PRR4	0	1	0	0	0	0
PRR5	206	207	106	269	218	156
PRR5-ARHGAP8	0	0	0	0	0	0
PRR5L	57	51	38	32	32	24
PRR7	240	237	126	221	191	165
PRR9	3	1	0	1	0	0
PRRC1	3711	3335	2282	3562	3031	2296
PRRC2A	23713	23386	12009	22721	19412	15242
PRRC2B	15240	13640	7663	15279	13555	10599
PRRC2C	12090	10100	6274	10030	9541	6984
PRRG1	779	711	557	584	516	388
PRRG2	17	19	12	21	19	25
PRRG3	0	0	0	0	0	0
PRRG4	614	520	341	538	486	316
PRRT1	51	75	21	54	69	43
PRRT2	200	187	106	123	106	107
PRRT3	289	281	169	342	300	253
PRRT4	265	272	94	164	159	123
PRRX1	104	86	49	41	64	41
PRRX2	20	29	9	9	9	8
PRSS1	2	0	0	0	0	0
PRSS12	762	706	473	377	338	269
PRSS16	393	412	222	387	319	271
PRSS2	0	0	0	0	0	0
PRSS21	0	0	0	0	0	0
PRSS22	0	1	0	1	0	0
PRSS23	1678	1569	992	1478	1139	919
PRSS27	77	63	25	70	46	30
PRSS3	0	0	1	0	0	0
PRSS30P	3	2	1	0	0	0
PRSS33	2	1	1	0	2	0
PRSS35	198	147	91	103	114	70
PRSS36	30	21	8	15	14	14
PRSS37	0	0	0	0	0	0
PRSS38	0	0	0	1	0	0
PRSS41	0	1	2	1	1	1
PRSS42	7	9	7	5	5	5
PRSS45	0	2	2	2	0	0
PRSS46	6	0	0	0	1	1
PRSS48	1	0	0	0	0	0
PRSS50	2	4	4	3	3	3
PRSS53	67	76	31	57	47	29
PRSS54	0	0	0	0	0	0
PRSS55	0	0	0	0	0	0
PRSS56	0	5	0	0	0	1
PRSS57	1	0	0	0	1	0
PRSS58	0	1	0	2	0	1
PRSS8	18	17	11	15	7	13
PRTFDC1	451	418	293	522	434	321
PRTG	1170	955	720	692	591	384
PRTN3	4	8	4	1	2	0
PRUNE	1285	1203	667	1510	1273	966
PRUNE2	514	444	252	465	376	302
PRX	202	191	102	199	128	146
PRY	0	0	0	0	0	0
PRY2	0	0	0	0	0	0
PSAP	9011	7884	4482	8838	7041	5595
PSAPL1	0	1	0	2	1	0
PSAT1	3729	3396	1964	3072	2585	2002
PSCA	17	17	3	8	15	6
PSD	55	46	34	45	30	28
PSD2	20	14	7	8	3	8
PSD3	1990	1681	1095	1494	1343	1027
PSD4	104	89	42	70	60	45
PSEN1	1706	1472	928	1566	1337	954
PSEN2	841	770	411	1018	820	656
PSENEN	823	821	396	958	819	653
PSG1	0	0	0	0	1	1
PSG10P	0	0	0	0	0	0
PSG11	0	0	0	0	0	0
PSG2	0	0	0	0	0	0
PSG3	0	0	0	0	0	1
PSG4	15	18	17	17	26	19
PSG5	0	0	0	2	0	0
PSG6	0	0	0	1	0	0
PSG7	0	0	0	0	1	0
PSG8	0	0	0	1	0	0
PSG9	0	0	0	2	2	0
PSIMCT-1	712	675	426	791	625	498
PSIP1	4734	4391	3119	4871	4341	3096
PSKH1	480	495	214	394	304	287
PSKH2	0	0	1	0	0	0
PSMA1	4648	4327	2801	5018	4256	3189
PSMA2	2180	1998	1108	2326	1856	1470
PSMA3	3433	2978	1856	3518	2928	2269
PSMA4	6880	6208	3592	7077	6046	4549
PSMA5	3071	2865	1613	2980	2390	1934
PSMA6	1440	1397	778	1425	1269	981
PSMA7	3054	2876	1488	3900	3175	2506
PSMA8	0	0	0	0	0	0
PSMB1	5087	5007	2921	5493	4531	3565
PSMB10	113	95	57	176	156	106
PSMB11	1	0	0	1	0	0
PSMB2	7113	6744	3522	8186	6947	5336
PSMB3	2210	2122	1138	2460	1907	1574
PSMB4	4542	4498	2295	5110	4221	3310
PSMB5	3148	3058	1541	3604	2894	2381
PSMB6	2068	1884	997	2360	1918	1460
PSMB7	3841	3490	1858	4377	3398	2895
PSMB8	6	8	6	6	5	5
PSMB9	42	34	12	36	19	19
PSMC1	123	112	29	115	83	72
PSMC2	1958	1872	1046	2288	1800	1372
PSMC3	2035	1908	1035	2418	1990	1571
PSMC3IP	1687	1529	861	1719	1468	1064
PSMC4	3406	3254	1643	3822	3042	2344
PSMC5	3823	3438	1807	4065	3320	2654
PSMC6	756	681	411	708	589	481
PSMD1	4662	4142	2380	5455	4544	3432
PSMD10	3225	2962	1743	3602	2999	2246
PSMD11	3788	3529	1884	4612	4021	3030
PSMD12	2648	2248	1579	2801	2440	1727
PSMD13	3053	2824	1522	2933	2447	1824
PSMD14	3040	2521	1741	2513	2201	1581
PSMD2	4148	3734	2088	5182	4314	3400
PSMD3	5936	5736	3029	7039	5895	4607
PSMD4	2629	2430	1366	2460	2090	1709
PSMD5	8	9	1	6	6	2
PSMD6	2745	2457	1599	3163	2539	1972
PSMD7	2492	2290	1372	2187	1801	1475
PSMD8	3983	3998	2000	4134	3533	2888
PSMD9	1041	972	516	1218	924	726
PSME1	1061	1034	559	856	665	539
PSME2	199	181	111	134	137	107
PSME3	6965	6282	3475	8651	7266	5480
PSME4	4538	3977	2711	4312	3827	2917
PSMF1	3268	3084	1551	3562	2909	2290
PSMG1	2044	1926	1127	2424	1997	1620
PSMG2	758	733	454	774	687	464
PSMG3	1481	1522	756	1775	1416	1118
PSMG4	430	457	252	396	365	276
PSORS1C1	4	5	0	2	5	1
PSORS1C2	0	0	0	0	0	0
PSORS1C3	0	0	0	0	0	0
PSPC1	1741	1648	927	1574	1291	954
PSPH	816	841	461	840	785	606
PSPN	10	11	8	15	14	3
PSRC1	887	896	467	1125	980	757
PSTK	253	209	133	245	208	165
PSTPIP1	1	3	1	2	2	2
PSTPIP2	459	439	290	442	349	275
PTAFR	41	35	16	38	40	42
PTAR1	2859	2621	1840	2344	2173	1543
PTBP1	14270	14256	7478	15900	13765	10379
PTBP2	1934	1632	1081	2397	2034	1471
PTBP3	3631	3185	2247	3742	3377	2341
PTCD1	18	18	6	13	26	15
PTCD2	325	341	190	275	284	214
PTCD3	2748	2407	1573	2577	2187	1743
PTCH1	1540	1520	838	1266	1169	909
PTCH2	124	140	80	127	96	74
PTCHD1	598	530	381	464	466	339
PTCHD2	44	41	10	59	40	42
PTCHD3	0	0	0	0	0	2
PTCHD4	44	40	24	35	58	21
PTCRA	0	0	0	0	0	0
PTDSS1	1939	1801	995	2275	1783	1425
PTDSS2	931	878	415	1118	876	691
PTEN	1216	1103	744	1302	1104	758
PTENP1	496	456	328	499	459	316
PTER	1101	959	653	723	709	530
PTF1A	13	4	2	7	5	3
PTGDR	0	0	0	0	0	0
PTGDR2	7	6	7	6	4	1
PTGDS	0	0	0	0	0	0
PTGER1	18	10	6	8	8	10
PTGER2	68	70	27	38	39	39
PTGER3	32	20	16	35	28	13
PTGER4	43	40	23	47	35	22
PTGES	67	68	43	46	51	48
PTGES2	1091	1105	498	1433	1233	943
PTGES3	12757	11739	7664	13471	11230	8585
PTGFR	15	20	7	12	9	8
PTGFRN	2499	2186	1377	2071	1604	1250
PTGIR	4	2	2	0	1	1
PTGIS	125	99	63	51	57	56
PTGR1	538	554	333	561	486	381
PTGR2	805	767	505	570	530	389
PTGS1	38	31	9	20	14	21
PTGS2	148	133	87	134	126	83
PTH	3	1	1	1	7	4
PTH1R	58	61	27	35	28	33
PTH2	3	8	6	4	6	3
PTH2R	1	0	0	0	0	0
PTHLH	40	36	25	29	33	28
PTK2	3779	3559	2097	3574	3139	2299
PTK2B	173	171	83	166	153	129
PTK6	3	2	1	1	1	2
PTK7	2135	2030	1128	1979	1463	1200
PTMA	19982	18027	9351	19887	16029	13024
PTMS	3527	3739	1571	2416	2050	1670
PTN	2	1	1	2	1	2
PTOV1	2675	2855	1377	2502	2116	1666
PTP4A1	12311	10799	7023	9465	8243	6001
PTP4A2	6464	5706	3365	6204	5079	4092
PTP4A3	235	273	122	105	110	91
PTPDC1	705	667	409	549	501	357
PTPLA	262	219	159	142	100	118
PTPLAD1	10898	9811	6149	11973	10056	7659
PTPLAD2	6	8	7	3	6	4
PTPLB	693	632	365	694	596	426
PTPMT1	1209	1130	639	1235	1053	762
PTPN1	2523	2387	1339	2824	2393	1876
PTPN11	6646	5778	3884	8382	7219	5427
PTPN12	2175	1966	1262	1872	1657	1180
PTPN13	5126	4581	2901	4847	4288	3290
PTPN14	2284	1850	1080	1712	1587	1209
PTPN18	836	802	418	650	507	467
PTPN2	432	415	271	562	475	388
PTPN20A	0	0	0	0	0	0
PTPN20B	0	0	0	0	0	0
PTPN21	490	462	287	418	357	284
PTPN22	12	8	4	9	10	7
PTPN23	2309	2415	1106	2042	1601	1361
PTPN3	1528	1351	873	1258	1139	905
PTPN4	756	733	465	624	532	431
PTPN5	16	28	8	6	11	2
PTPN6	486	497	238	541	476	376
PTPN7	2	3	2	6	11	4
PTPN9	1822	1692	930	2031	1772	1354
PTPRA	2710	2601	1473	2698	2362	1810
PTPRB	76	62	56	67	48	37
PTPRC	0	0	1	1	1	1
PTPRCAP	3	1	2	3	4	3
PTPRD	672	574	341	519	432	323
PTPRE	265	234	121	281	276	176
PTPRF	5697	5062	2735	4160	3588	2899
PTPRG	1373	1231	770	1370	1164	898
PTPRH	66	109	38	54	65	46
PTPRJ	840	714	491	575	555	389
PTPRK	1720	1430	911	1346	1152	806
PTPRM	616	594	307	463	415	305
PTPRN	1	0	2	0	3	3
PTPRN2	58	63	40	62	55	52
PTPRO	21	26	15	22	17	12
PTPRQ	0	0	0	0	0	0
PTPRR	4	11	3	9	10	3
PTPRS	2408	2237	1276	1912	1629	1305
PTPRT	0	0	0	0	0	0
PTPRU	1949	1784	946	1371	1136	975
PTPRVP	17	14	7	5	6	11
PTPRZ1	10	8	5	15	12	17
PTRF	818	839	448	702	583	455
PTRH1	141	119	52	108	78	60
PTRH2	919	848	486	743	624	534
PTRHD1	478	502	255	639	489	379
PTS	972	872	537	960	761	609
PTTG1	1386	1414	812	1234	984	824
PTTG1IP	2573	2391	1396	3026	2545	1918
PTTG2	1036	952	425	825	641	510
PTTG3P	1160	1162	616	976	751	614
PTX3	162	134	93	74	83	76
PTX4	2	3	0	3	0	0
PUF60	3629	3694	1669	4404	3541	2825
PUM1	6464	5764	3335	5686	5051	3753
PUM2	4544	4003	2652	4510	3952	2988
PURA	2829	2549	1649	2125	1873	1379
PURB	7618	6844	4526	4761	4448	3266
PURG	190	196	154	132	133	79
PUS1	973	920	424	1240	972	822
PUS10	248	227	151	208	177	123
PUS3	596	544	313	520	429	344
PUS7	1297	1147	686	1483	1346	962
PUS7L	1266	1110	698	1070	915	708
PUSL1	1154	1186	593	1152	1049	784
PVALB	11	10	7	5	4	11
PVR	2838	2459	1419	2147	1738	1350
PVRIG	0	2	1	1	1	4
PVRL1	735	678	397	818	608	485
PVRL2	2460	2417	1220	1857	1488	1193
PVRL3	1532	1354	965	1275	1076	790
PVRL3-AS1	7	11	5	2	4	1
PVRL4	88	75	49	43	47	34
PVT1	373	390	169	231	209	182
PWP1	2088	1825	1147	2184	1918	1473
PWP2	1312	1300	673	1447	1288	917
PWRN1	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0
PWWP2A	1204	1143	794	1173	1009	760
PWWP2B	223	264	130	201	153	150
PXDC1	602	565	272	349	285	246
PXDN	2412	2158	1221	1594	1356	1105
PXDNL	10	6	1	3	3	1
PXK	565	512	346	414	359	318
PXMP2	525	523	300	550	454	363
PXMP4	234	186	107	230	203	147
PXN	1816	1804	893	1915	1690	1356
PXT1	20	23	9	5	9	3
PYCARD	0	0	0	0	0	0
PYCR1	2756	2626	1298	2692	2145	1699
PYCR2	2804	2714	1307	2641	2194	1822
PYCRL	556	609	259	839	668	539
PYDC1	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0
PYGB	1555	1534	759	1577	1300	997
PYGL	3707	3505	1996	2192	1940	1629
PYGM	60	60	30	94	77	65
PYGO1	193	191	106	191	184	140
PYGO2	1874	1766	916	2036	1705	1303
PYHIN1	0	0	0	0	0	0
PYROXD1	491	426	300	481	415	291
PYROXD2	38	41	22	17	19	15
PYY	5	3	4	2	1	3
PYY2	6	16	8	15	16	9
PZP	0	0	0	0	0	0
ProSAPiP1	748	734	377	669	601	457
QARS	3588	3662	1880	2144	1774	1431
QDPR	827	792	398	887	712	572
QKI	6577	6027	3999	5807	5056	3689
QPCT	863	778	505	681	549	404
QPCTL	573	561	288	485	415	368
QPRT	1246	1250	659	771	640	512
QRFP	0	0	0	0	0	0
QRFPR	194	205	87	136	127	90
QRICH1	3578	3484	1878	4051	3381	2585
QRICH2	104	70	29	111	92	82
QRSL1	1091	992	583	1271	1030	811
QSER1	3865	3227	2333	3955	3533	2562
QSOX1	1218	1167	632	1166	876	742
QSOX2	1823	1739	1011	1931	1632	1209
QTRT1	507	508	220	557	447	351
QTRTD1	2381	2054	1457	2582	2078	1631
R3HCC1	820	712	385	861	691	574
R3HDM1	2417	2221	1263	2496	2190	1596
R3HDM2	2308	2257	1277	2080	1843	1426
R3HDM4	947	917	424	1004	861	663
R3HDML	0	0	0	0	0	0
RAB10	3684	3281	2041	4197	3488	2580
RAB11A	5533	5051	3149	5242	4525	3343
RAB11B	1307	1418	599	1570	1318	987
RAB11FIP1	1533	1385	835	1468	1234	974
RAB11FIP2	2271	2132	1445	2058	1915	1374
RAB11FIP3	976	888	479	1087	971	733
RAB11FIP4	1766	1664	1017	1566	1534	1102
RAB11FIP5	903	892	462	809	633	531
RAB12	1157	1117	731	1058	847	675
RAB13	643	639	321	772	679	458
RAB14	3625	3341	2165	3578	3026	2292
RAB15	593	603	342	582	515	355
RAB17	4	6	4	2	4	1
RAB18	2384	2136	1490	2627	2140	1652
RAB19	2	3	1	7	2	5
RAB1A	4304	3944	2261	3853	3198	2422
RAB1B	3043	3148	1475	4018	3373	2726
RAB20	92	77	40	81	52	47
RAB21	1471	1240	808	1458	1251	938
RAB22A	1309	1153	691	1501	1264	1011
RAB23	1384	1299	811	1217	1025	761
RAB24	1044	1022	527	953	839	639
RAB25	8	15	9	38	21	17
RAB26	212	218	126	136	136	115
RAB27A	458	373	246	332	316	243
RAB27B	136	128	71	139	136	79
RAB28	872	831	515	595	560	389
RAB2A	2019	1876	1211	1973	1519	1193
RAB2B	1116	998	526	1106	929	703
RAB30	150	166	126	146	136	92
RAB31	2102	1989	1186	2868	2579	1791
RAB32	837	790	439	604	506	423
RAB33A	3	3	5	5	4	2
RAB33B	956	852	574	671	624	446
RAB34	1519	1487	747	1396	1128	951
RAB35	1473	1418	742	1877	1486	1135
RAB36	266	254	94	431	379	328
RAB37	18	10	5	10	3	4
RAB38	291	243	148	259	253	162
RAB39A	387	314	211	303	291	197
RAB39B	275	238	167	328	311	237
RAB3A	241	270	135	276	223	190
RAB3B	1914	1634	1135	1284	1259	966
RAB3C	26	15	17	32	21	19
RAB3D	534	547	262	623	591	476
RAB3GAP1	3623	3183	2076	2925	2501	1880
RAB3GAP2	2445	2174	1315	2298	2054	1485
RAB3IL1	160	144	68	117	85	65
RAB3IP	1773	1624	1099	1858	1603	1198
RAB40A	41	41	20	30	44	33
RAB40AL	6	7	5	11	9	7
RAB40B	688	632	366	723	609	446
RAB40C	443	398	170	499	427	310
RAB41	0	0	0	0	0	0
RAB42	0	0	0	0	0	0
RAB43	25	19	14	19	34	16
RAB4A	1826	1653	973	2202	1930	1418
RAB4B	0	0	0	0	0	0
RAB4B-EGLN2	0	1	0	1	0	1
RAB5A	2864	2569	1787	2358	2033	1496
RAB5B	3420	3190	1800	4030	3418	2663
RAB5C	3462	3481	1671	4659	3857	3011
RAB6A	2737	2446	1674	2567	2177	1640
RAB6B	1568	1561	919	1045	1003	812
RAB6C	111	93	75	57	74	49
RAB7A	9243	8526	4753	9984	8580	6514
RAB7L1	1304	1277	748	1257	979	813
RAB8A	2243	2062	1149	2621	2198	1649
RAB8B	1038	913	573	797	643	490
RAB9A	1812	1827	1180	1621	1379	1070
RAB9B	555	538	330	519	433	354
RAB9BP1	0	0	0	0	0	0
RABAC1	1263	1332	586	1424	1204	960
RABEP1	4224	3796	2442	4693	4117	3153
RABEP2	263	269	124	317	261	220
RABEPK	731	688	374	934	699	617
RABGAP1	2864	2399	1546	2862	2440	1929
RABGAP1L	1356	1194	754	1001	930	643
RABGEF1	1132	977	643	985	805	638
RABGGTA	592	619	294	650	542	393
RABGGTB	3399	2928	1785	3357	2963	2209
RABIF	602	576	320	594	492	342
RABL2A	241	211	132	199	170	161
RABL2B	348	281	155	394	339	274
RABL3	1268	1126	755	1031	808	700
RABL5	578	525	286	650	553	395
RAC1	5523	5121	2921	3996	3575	2680
RAC2	52	63	21	42	27	37
RAC3	1851	1914	890	1806	1631	1210
RACGAP1	2910	2779	1807	2810	2408	1879
RACGAP1P	969	889	483	872	723	630
RAD1	2936	2607	1650	2698	2470	1682
RAD17	1205	1056	710	1178	1084	750
RAD18	2789	2541	1661	2920	2509	1801
RAD21	11004	10054	6607	10109	8722	6595
RAD21-AS1	21	14	2	11	11	8
RAD21L1	2	2	2	5	1	4
RAD23A	4468	4557	2136	3722	3022	2516
RAD23B	9290	8460	5050	9693	8265	6425
RAD50	4266	3667	2446	5103	4605	3355
RAD51	684	592	354	706	596	464
RAD51AP1	2655	2350	1562	2266	1946	1445
RAD51AP2	1	0	0	0	1	0
RAD51B	266	211	147	217	185	153
RAD51C	2147	2069	1198	2390	1955	1531
RAD51D	366	352	209	448	342	336
RAD51L3-RFFL	0	0	1	1	0	0
RAD52	895	853	488	877	742	610
RAD54B	742	735	452	599	514	358
RAD54L	3009	3041	1650	2765	2380	1934
RAD54L2	1028	828	549	1009	898	711
RAD9A	774	847	351	768	613	501
RAD9B	34	41	10	38	33	27
RADIL	372	413	172	352	272	262
RAE1	2231	2096	1179	2514	2078	1545
RAET1E	0	0	0	2	0	0
RAET1G	62	47	24	36	35	22
RAET1K	118	118	68	69	69	60
RAET1L	1	0	0	1	0	0
RAF1	5123	4898	2636	4037	3253	2580
RAG1	40	53	21	32	26	25
RAG2	0	2	0	0	2	0
RAI1	2065	1984	1015	2242	2031	1510
RAI14	4138	3825	2351	4164	3466	2715
RAI2	218	212	123	220	161	184
RALA	2066	1771	1155	1922	1556	1122
RALB	1229	1157	655	1548	1298	938
RALBP1	1457	1410	719	1506	1347	1019
RALGAPA1	570	558	367	594	542	407
RALGAPA2	1638	1355	822	1357	1230	944
RALGAPB	3520	3075	1925	3568	3193	2431
RALGDS	1524	1498	730	1649	1369	1168
RALGPS1	683	691	394	638	509	416
RALGPS2	1546	1427	984	1598	1476	1000
RALY	3268	3220	1629	3594	3015	2470
RALYL	0	0	0	0	0	1
RAMP1	0	0	0	0	1	0
RAMP2	87	91	52	39	40	42
RAMP3	0	0	0	0	0	0
RAN	11663	10967	5735	12150	10038	7857
RANBP1	3703	3516	1903	4481	3914	2729
RANBP10	891	788	435	895	793	637
RANBP17	637	584	367	611	541	440
RANBP2	7588	6345	4504	7543	7109	4874
RANBP3	2248	2087	1034	2390	2019	1599
RANBP3L	24	18	3	3	1	2
RANBP6	3168	2808	1887	2451	2099	1727
RANBP9	2811	2498	1548	2733	2412	1737
RANGAP1	5984	5867	2990	6974	5664	4531
RANGRF	644	713	301	808	648	549
RAP1A	1755	1543	991	1709	1421	1023
RAP1B	872	730	502	738	597	473
RAP1GAP	274	292	163	267	271	196
RAP1GAP2	957	905	513	1111	994	778
RAP1GDS1	1151	1128	615	1148	950	743
RAP2A	1834	1714	1095	1492	1291	978
RAP2B	1537	1459	923	1282	1089	863
RAP2C	2173	2011	1440	1858	1574	1156
RAPGEF1	1806	1720	952	2346	2010	1548
RAPGEF2	2205	1902	1206	1514	1317	1005
RAPGEF3	91	113	60	45	43	36
RAPGEF4	421	412	258	312	286	211
RAPGEF5	682	572	390	492	509	381
RAPGEF6	2036	1727	1154	1755	1618	1210
RAPGEFL1	321	352	147	360	334	274
RAPH1	1462	1176	731	1127	1082	770
RAPSN	1	0	2	9	6	0
RARA	853	833	392	877	722	604
RARB	308	307	190	204	170	135
RARG	395	373	210	273	231	208
RARRES1	0	0	0	0	0	0
RARRES2	0	1	0	1	1	2
RARRES3	0	1	0	0	0	0
RARS	3510	3210	1932	4112	3373	2560
RARS2	1677	1493	963	1445	1184	910
RASA1	1621	1485	970	1386	1210	920
RASA2	764	734	511	545	533	387
RASA3	348	369	173	305	272	218
RASA4	37	37	19	26	21	21
RASA4P	7	11	3	22	6	6
RASAL1	89	72	41	34	37	21
RASAL2	1232	1037	674	934	783	606
RASAL3	0	1	1	2	1	1
RASD1	21	17	5	29	14	13
RASD2	95	105	58	58	43	38
RASEF	495	484	307	504	435	358
RASGEF1A	228	230	122	170	130	118
RASGEF1B	349	360	228	322	292	202
RASGEF1C	69	82	41	43	42	34
RASGRF1	17	14	8	11	15	5
RASGRF2	538	479	295	399	383	286
RASGRP1	201	228	141	149	155	114
RASGRP2	64	80	40	36	14	21
RASGRP3	58	57	38	49	51	36
RASGRP4	4	2	1	2	3	2
RASIP1	81	91	44	105	85	95
RASL10A	84	65	42	30	25	20
RASL10B	1284	1206	633	1707	1333	1123
RASL11A	178	152	93	155	155	108
RASL11B	89	85	47	133	101	71
RASL12	0	0	0	0	0	0
RASSF1	858	778	393	690	587	408
RASSF10	15	21	13	19	20	10
RASSF2	497	492	304	303	317	240
RASSF3	1308	1146	682	1213	1079	792
RASSF4	220	225	109	124	118	109
RASSF5	591	611	329	488	448	371
RASSF6	94	78	64	95	57	54
RASSF7	244	295	124	301	271	222
RASSF8	1621	1402	977	1488	1337	923
RASSF9	106	105	61	64	61	37
RAVER1	3053	3152	1403	3622	3182	2463
RAVER2	2136	1917	1265	1841	1573	1186
RAX	40	27	19	22	17	14
RAX2	3	0	0	0	0	0
RB1	2039	1837	1220	1966	1785	1248
RB1CC1	3259	2847	2031	3053	2936	1974
RBAK	1931	1610	1191	1834	1586	1259
RBAK-LOC389458	1	0	0	0	0	0
RBBP4	8520	7716	4958	8805	7736	5689
RBBP5	1578	1395	968	1536	1300	943
RBBP6	4162	3763	2195	3793	3476	2644
RBBP7	22705	21824	12644	19151	16478	12922
RBBP8	3432	3206	1977	3889	3345	2440
RBBP9	1193	1142	672	1311	1096	825
RBCK1	981	1030	514	646	532	435
RBFA	576	549	335	606	482	390
RBFOX1	1	0	0	0	0	0
RBFOX2	4798	4402	2691	5146	4620	3521
RBFOX3	102	103	36	61	59	47
RBKS	43	47	20	25	26	16
RBL1	1437	1267	763	1302	1132	876
RBL2	2810	2653	1501	2513	2102	1697
RBM10	2592	2453	1302	2794	2498	1932
RBM11	394	354	255	263	198	194
RBM12	4807	4349	2841	4504	3697	2849
RBM12B	2076	1926	1280	1663	1546	1212
RBM14	1957	1816	874	2443	2056	1556
RBM14-RBM4	1	2	2	4	4	1
RBM15	2158	1943	1146	1455	1312	981
RBM15B	3203	3184	1638	3315	2912	2227
RBM17	2850	2727	1684	3098	2674	2065
RBM18	1635	1412	979	1639	1375	988
RBM19	1024	961	561	1570	1335	1042
RBM20	1230	1124	666	995	924	743
RBM22	2568	2395	1351	3368	2668	2067
RBM23	2800	2653	1366	3271	2730	2182
RBM24	256	244	164	146	148	100
RBM25	5920	5274	3362	5352	4608	3408
RBM26	5787	5155	3463	4953	4343	3386
RBM26-AS1	270	270	145	213	202	173
RBM27	3853	3280	2244	3852	3334	2337
RBM28	1712	1613	988	1829	1606	1193
